employee_id,full_name,target_role,target_grade,rank,event_id,event_title,event_type,format,duration_hours,next_session,skills_covered,critical_skills_covered,useful_gain,ranking_score
E0155,Indira Zhaksylykova,Backend Engineer,Senior,3,EV_037,Mentor Track,mentoring,online,12,2026-11-19,Mentoring,0,1.0,10.0833
E0155,Indira Zhaksylykova,Backend Engineer,Senior,4,EV_038,Leadership Foundations,course,online,16,2026-10-08,Stakeholder Management,0,1.0,10.0625
E0155,Indira Zhaksylykova,Backend Engineer,Senior,5,EV_009,Cloud Certification Prep,certification,self_paced,40,self_paced,CI/CD,0,1.0,10.025
E0156,Madi Baimukhanov,QA Engineer,Middle,1,EV_008,Business Writing & Documentation,workshop,online,4,2026-10-12,Communication,0,1.0,10.25
E0156,Madi Baimukhanov,QA Engineer,Middle,2,EV_037,Mentor Track,mentoring,online,12,2026-11-19,Mentoring,0,1.0,10.0833
E0156,Madi Baimukhanov,QA Engineer,Middle,3,EV_009,Cloud Certification Prep,certification,self_paced,40,self_paced,CI/CD,0,1.0,10.025
E0157,Andrey Morozov,QA Engineer,Middle,1,EV_019,API & Performance Testing Workshop,workshop,offline,8,2026-10-16,API Testing,1,1.0,110.125
E0158,Artem Volkov,Sales Manager,Lead,1,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0159,Azamat Temirkhanov,Sales Manager,Junior,1,EV_039,Time & Priority Management,workshop,online,3,2026-11-25,Time Management,0,1.0,10.3333
E0161,Anna Morozova,Sales Manager,Lead,1,EV_038,Leadership Foundations,course,online,16,2026-10-08,Leadership; Stakeholder Management,1,2.0,120.125
E0161,Anna Morozova,Sales Manager,Lead,2,EV_037,Mentor Track,mentoring,online,12,2026-11-19,Mentoring,1,1.0,110.0833
E0161,Anna Morozova,Sales Manager,Lead,3,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0161,Anna Morozova,Sales Manager,Lead,4,EV_008,Business Writing & Documentation,workshop,online,4,2026-10-12,Communication,0,1.0,10.25
E0162,Daniyar Kassymov,Data Analyst,Senior,1,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0162,Daniyar Kassymov,Data Analyst,Senior,2,EV_025,Dimensional Data Modeling,course,online,10,2026-10-13,Data Modeling,0,1.0,10.1
E0162,Daniyar Kassymov,Data Analyst,Senior,3,EV_038,Leadership Foundations,course,online,16,2026-10-08,Stakeholder Management,0,1.0,10.0625
E0163,Botagoz Bekova,Sales Manager,Middle,1,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0164,Askar Akhmetov,Data Analyst,Middle,1,EV_020,Applied Statistics for Analysts,course,self_paced,40,self_paced,Statistics,1,1.0,110.025
E0164,Askar Akhmetov,Data Analyst,Middle,2,EV_023,Data Storytelling & Visualization,workshop,offline,6,2026-10-21,Data Visualization,0,1.0,10.1667
E0164,Askar Akhmetov,Data Analyst,Middle,3,EV_022,SQL & BI for Analytics,course,online,12,2026-10-20,BI Tools,0,1.0,10.0833
E0165,Olga Popova,Product Manager,Middle,1,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0165,Olga Popova,Product Manager,Middle,2,EV_040,Structured Problem Solving,workshop,offline,4,2026-11-09,Critical Thinking,0,1.0,10.25
E0166,Aliya Bekova,Sales Manager,Lead,1,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0167,Bekzat Baimukhanov,HR Business Partner,Middle,1,EV_034,Handling Difficult Conversations,workshop,online,4,2026-10-16,Conflict Resolution; Emotional Intelligence,0,2.0,20.5
E0167,Bekzat Baimukhanov,HR Business Partner,Middle,2,EV_031,Designing Learning Programs,workshop,online,6,2026-10-19,Learning Program Design; Public Speaking,0,2.0,20.3333
E0167,Bekzat Baimukhanov,HR Business Partner,Middle,3,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0167,Bekzat Baimukhanov,HR Business Partner,Middle,4,EV_029,People Analytics & Total Rewards,course,self_paced,12,self_paced,HR Analytics,0,1.0,10.0833
E0167,Bekzat Baimukhanov,HR Business Partner,Middle,5,EV_037,Mentor Track,mentoring,online,12,2026-11-19,Feedback,0,1.0,10.0833
E0168,Moldir Omarova,Customer Support Specialist,Senior,1,EV_037,Mentor Track,mentoring,online,12,2026-11-19,Mentoring; Feedback,1,2.0,120.1667
E0168,Moldir Omarova,Customer Support Specialist,Senior,2,EV_035,Technical Troubleshooting Academy,course,online,16,2026-10-09,Technical Troubleshooting; Product Knowledge,1,2.0,120.125
E0168,Moldir Omarova,Customer Support Specialist,Senior,3,EV_039,Time & Priority Management,workshop,online,3,2026-11-25,Adaptability,0,1.0,10.3333
E0168,Moldir Omarova,Customer Support Specialist,Senior,4,EV_008,Business Writing & Documentation,workshop,online,4,2026-10-12,Written Communication,0,1.0,10.25
E0168,Moldir Omarova,Customer Support Specialist,Senior,5,EV_040,Structured Problem Solving,workshop,offline,4,2026-11-09,Problem Solving,0,1.0,10.25
E0169,Aruzhan Kaliyeva,Product Manager,Lead,1,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0170,Bekzat Dzhakupov,Frontend Engineer,Middle,1,EV_040,Structured Problem Solving,workshop,offline,4,2026-11-09,Problem Solving,0,1.0,10.25
E0170,Bekzat Dzhakupov,Frontend Engineer,Middle,2,EV_005,System Design Fundamentals,course,online,16,2026-11-23,API Design,0,1.0,10.0625
E0170,Bekzat Dzhakupov,Frontend Engineer,Middle,3,EV_009,Cloud Certification Prep,certification,self_paced,40,self_paced,CI/CD,0,1.0,10.025
E0171,Akmaral Baimukhanova,QA Engineer,Senior,1,EV_019,API & Performance Testing Workshop,workshop,offline,8,2026-10-16,API Testing; Load Testing,1,2.0,120.25
E0171,Akmaral Baimukhanova,QA Engineer,Senior,2,EV_040,Structured Problem Solving,workshop,offline,4,2026-11-09,Critical Thinking; Teamwork,0,2.0,20.5
E0171,Akmaral Baimukhanova,QA Engineer,Senior,3,EV_008,Business Writing & Documentation,workshop,online,4,2026-10-12,Written Communication,0,1.0,10.25
E0171,Akmaral Baimukhanova,QA Engineer,Senior,4,EV_009,Cloud Certification Prep,certification,self_paced,40,self_paced,CI/CD,0,1.0,10.025
E0172,Madi Temirkhanov,HR Business Partner,Senior,1,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0173,Timur Sadykov,HR Business Partner,Senior,1,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0173,Timur Sadykov,HR Business Partner,Senior,2,EV_034,Handling Difficult Conversations,workshop,online,4,2026-10-16,Emotional Intelligence,0,1.0,10.25
E0174,Alibek Mukanov,Sales Manager,Middle,1,EV_033,Consultative Selling & Prospecting,course,online,10,2026-10-23,Prospecting; CRM Systems,1,2.0,120.2
E0174,Alibek Mukanov,Sales Manager,Middle,2,EV_032,Negotiation Masterclass,workshop,offline,8,2026-10-15,Negotiation,1,1.0,110.125
E0174,Alibek Mukanov,Sales Manager,Middle,3,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0174,Alibek Mukanov,Sales Manager,Middle,4,EV_039,Time & Priority Management,workshop,online,3,2026-11-25,Time Management,0,1.0,10.3333
E0174,Alibek Mukanov,Sales Manager,Middle,5,EV_034,Handling Difficult Conversations,workshop,online,4,2026-10-16,Emotional Intelligence,0,1.0,10.25
E0175,Aidos Nurlanov,Backend Engineer,Lead,1,EV_011,Secure Coding Workshop,workshop,offline,6,2026-11-23,Application Security,0,1.0,10.1667
E0176,Aizhan Nurlanova,Product Manager,Middle,1,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0177,Dana Kassymova,Customer Support Specialist,Senior,1,EV_037,Mentor Track,mentoring,online,12,2026-11-19,Mentoring,1,1.0,110.0833
E0177,Dana Kassymova,Customer Support Specialist,Senior,2,EV_039,Time & Priority Management,workshop,online,3,2026-11-25,Time Management; Adaptability,0,2.0,20.6667
E0177,Dana Kassymova,Customer Support Specialist,Senior,3,EV_034,Handling Difficult Conversations,workshop,online,4,2026-10-16,Conflict Resolution; Customer Service,0,2.0,20.5
E0177,Dana Kassymova,Customer Support Specialist,Senior,4,EV_040,Structured Problem Solving,workshop,offline,4,2026-11-09,Problem Solving,0,1.0,10.25
E0177,Dana Kassymova,Customer Support Specialist,Senior,5,EV_038,Leadership Foundations,course,online,16,2026-10-08,Conflict Resolution,0,1.0,10.0625
E0178,Yerlan Kaliyev,Backend Engineer,Middle,1,EV_037,Mentor Track,mentoring,online,12,2026-11-19,Mentoring,0,1.0,10.0833
E0178,Yerlan Kaliyev,Backend Engineer,Middle,2,EV_005,System Design Fundamentals,course,online,16,2026-11-23,System Design,0,1.0,10.0625
E0178,Yerlan Kaliyev,Backend Engineer,Middle,3,EV_009,Cloud Certification Prep,certification,self_paced,40,self_paced,Cloud Platforms,0,1.0,10.025
E0179,Zhandos Bekov,QA Engineer,Lead,1,EV_008,Business Writing & Documentation,workshop,online,4,2026-10-12,Written Communication,0,1.0,10.25
E0181,Irina Kozlova,Product Manager,Senior,1,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0181,Irina Kozlova,Product Manager,Senior,2,EV_037,Mentor Track,mentoring,online,12,2026-11-19,Mentoring,0,1.0,10.0833
E0182,Alibek Omarov,Frontend Engineer,Senior,1,EV_038,Leadership Foundations,course,online,16,2026-10-08,Leadership; Stakeholder Management,0,2.0,20.125
E0182,Alibek Omarov,Frontend Engineer,Senior,2,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0182,Alibek Omarov,Frontend Engineer,Senior,3,EV_037,Mentor Track,mentoring,online,12,2026-11-19,Mentoring,0,1.0,10.0833
E0183,Alexey Sokolov,Frontend Engineer,Senior,1,EV_016,Accessible Interfaces,workshop,online,4,2026-10-06,Web Accessibility; HTML & CSS,0,2.0,20.5
E0183,Alexey Sokolov,Frontend Engineer,Senior,2,EV_038,Leadership Foundations,course,online,16,2026-10-08,Leadership; Stakeholder Management,0,2.0,20.125
E0183,Alexey Sokolov,Frontend Engineer,Senior,3,EV_037,Mentor Track,mentoring,online,12,2026-11-19,Mentoring,0,1.0,10.0833
E0183,Alexey Sokolov,Frontend Engineer,Senior,4,EV_017,React Patterns & State Management,course,online,16,2026-10-16,React,0,1.0,10.0625
E0183,Alexey Sokolov,Frontend Engineer,Senior,5,EV_009,Cloud Certification Prep,certification,self_paced,40,self_paced,CI/CD,0,1.0,10.025
E0184,Saule Omarova,Backend Engineer,Senior,1,EV_009,Cloud Certification Prep,certification,self_paced,40,self_paced,Cloud Platforms; CI/CD,0,2.0,20.05
E0184,Saule Omarova,Backend Engineer,Senior,2,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0184,Saule Omarova,Backend Engineer,Senior,3,EV_040,Structured Problem Solving,workshop,offline,4,2026-11-09,Problem Solving,0,1.0,10.25
E0184,Saule Omarova,Backend Engineer,Senior,4,EV_011,Secure Coding Workshop,workshop,offline,6,2026-11-23,Application Security,0,1.0,10.1667
E0184,Saule Omarova,Backend Engineer,Senior,5,EV_037,Mentor Track,mentoring,online,12,2026-11-19,Mentoring,0,1.0,10.0833
E0185,Togzhan Zhaksylykova,Customer Support Specialist,Senior,1,EV_038,Leadership Foundations,course,online,16,2026-10-08,Leadership; Conflict Resolution,0,2.0,20.125
E0186,Natalia Popova,Backend Engineer,Middle,1,EV_005,System Design Fundamentals,course,online,16,2026-11-23,API Design,1,1.0,110.0625
E0188,Natalia Pavlova,Data Analyst,Junior,1,EV_022,SQL & BI for Analytics,course,online,12,2026-10-20,SQL,1,1.0,110.0833
E0188,Natalia Pavlova,Data Analyst,Junior,2,EV_040,Structured Problem Solving,workshop,offline,4,2026-11-09,Critical Thinking,0,1.0,10.25
E0189,Sergey Smirnov,QA Engineer,Senior,1,EV_037,Mentor Track,mentoring,online,12,2026-11-19,Mentoring,0,1.0,10.0833
E0190,Marat Mukanov,Backend Engineer,Lead,1,EV_006,Designing High-Load Systems,workshop,offline,12,2026-10-07,System Design,1,1.0,110.0833
E0190,Marat Mukanov,Backend Engineer,Lead,2,EV_037,Mentor Track,mentoring,online,12,2026-11-19,Mentoring,1,1.0,110.0833
E0190,Marat Mukanov,Backend Engineer,Lead,3,EV_008,Business Writing & Documentation,workshop,online,4,2026-10-12,Communication,0,1.0,10.25
E0190,Marat Mukanov,Backend Engineer,Lead,4,EV_040,Structured Problem Solving,workshop,offline,4,2026-11-09,Teamwork,0,1.0,10.25
E0190,Marat Mukanov,Backend Engineer,Lead,5,EV_011,Secure Coding Workshop,workshop,offline,6,2026-11-23,Application Security,0,1.0,10.1667
E0191,Askar Seitkali,Sales Manager,Senior,1,EV_038,Leadership Foundations,course,online,16,2026-10-08,Leadership; Stakeholder Management,0,2.0,20.125
E0191,Askar Seitkali,Sales Manager,Senior,2,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0191,Askar Seitkali,Sales Manager,Senior,3,EV_037,Mentor Track,mentoring,online,12,2026-11-19,Mentoring,0,1.0,10.0833
E0192,Irina Morozova,Data Analyst,Junior,1,EV_023,Data Storytelling & Visualization,workshop,offline,6,2026-10-21,Data Visualization,0,1.0,10.1667
E0192,Irina Morozova,Data Analyst,Junior,2,EV_022,SQL & BI for Analytics,course,online,12,2026-10-20,BI Tools,0,1.0,10.0833
E0192,Irina Morozova,Data Analyst,Junior,3,EV_020,Applied Statistics for Analysts,course,self_paced,40,self_paced,Statistics,0,1.0,10.025
E0193,Bekzat Yessenov,Product Manager,Middle,1,EV_026,Product Discovery Lab,workshop,offline,8,2026-11-10,Product Discovery; UX Research; Requirements Writing,1,3.0,130.375
E0193,Bekzat Yessenov,Product Manager,Middle,2,EV_027,Roadmapping & Agile Planning,workshop,online,6,2026-10-22,Roadmapping & Prioritization; Agile Practices; Project Management; Stakeholder Management,0,4.0,40.6667
E0193,Bekzat Yessenov,Product Manager,Middle,3,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0194,Natalia Volkova,Product Manager,Senior,1,EV_027,Roadmapping & Agile Planning,workshop,online,6,2026-10-22,Roadmapping & Prioritization; Agile Practices; Project Management; Stakeholder Management,2,4.0,240.6667
E0194,Natalia Volkova,Product Manager,Senior,2,EV_038,Leadership Foundations,course,online,16,2026-10-08,Leadership; Stakeholder Management,1,2.0,120.125
E0194,Natalia Volkova,Product Manager,Senior,3,EV_026,Product Discovery Lab,workshop,offline,8,2026-11-10,Product Discovery; UX Research; Requirements Writing,0,3.0,30.375
E0194,Natalia Volkova,Product Manager,Senior,4,EV_040,Structured Problem Solving,workshop,offline,4,2026-11-09,Critical Thinking,0,1.0,10.25
E0195,Irina Ivanova,Product Manager,Senior,1,EV_040,Structured Problem Solving,workshop,offline,4,2026-11-09,Critical Thinking,0,1.0,10.25
E0195,Irina Ivanova,Product Manager,Senior,2,EV_037,Mentor Track,mentoring,online,12,2026-11-19,Mentoring,0,1.0,10.0833
E0195,Irina Ivanova,Product Manager,Senior,3,EV_038,Leadership Foundations,course,online,16,2026-10-08,Leadership,0,1.0,10.0625
E0196,Olzhas Utepov,Backend Engineer,Middle,1,EV_012,Advanced Python,course,self_paced,24,self_paced,Python,1,1.0,110.0417
E0196,Olzhas Utepov,Backend Engineer,Middle,2,EV_010,Kubernetes in Practice,course,online,20,2026-10-16,Containers & Orchestration; CI/CD,0,2.0,20.1
E0196,Olzhas Utepov,Backend Engineer,Middle,3,EV_009,Cloud Certification Prep,certification,self_paced,40,self_paced,Cloud Platforms; CI/CD,0,2.0,20.05
E0197,Akmaral Zhaksylykova,QA Engineer,Senior,1,EV_038,Leadership Foundations,course,online,16,2026-10-08,Leadership,0,1.0,10.0625
E0198,Saule Akhmetova,Sales Manager,Middle,1,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0199,Ekaterina Petrova,Data Analyst,Lead,1,EV_036,Public Speaking Club,meetup,offline,2,2026-10-08,Public Speaking,0,1.0,10.5
E0200,Irina Kuznetsova,Backend Engineer,Junior,1,EV_011,Secure Coding Workshop,workshop,offline,6,2026-11-23,Application Security,0,1.0,10.1667
